apn,SitusHouseNbr,SitusHouseNbrSuffix,SitusDirectionLeft,SitusStreet,SitusMode,SitusDirectionRight,SitusUnitType,SitusUnitNbr,SitusCity,SitusState,SitusZIP5,HomeEquityIntelScore_LineofCredit
6022090320,164,,,ASPEN,CT,,,,EATONVILLE,WA,98328,222
6995325330,21802,,,148TH,ST,E,,,BONNEY LAKE,WA,98391,32
326057-0400,1811,,SE,8TH,PL,,,,RENTON,WA,98057,109
638999-1440,650,,,BELLEVUE,WAY,NE,UNIT,4006,BELLEVUE,WA,98004,
0317144003,32908,,,36TH,AVE,E,,,EATONVILLE,WA,98328,163
926820-0656,402,,NW,90TH,ST,,,,SEATTLE,WA,98117,207
00675200000100,17104,,,23RD,AVE,SE,,,BOTHELL,WA,98012,287
605610-1073,3028,,S,ADAMS,ST,,,,SEATTLE,WA,98108,125
6020560400,14107,,,145TH,AVE,E,,,ORTING,WA,98360,95
953200-0560,19729,,,129TH,AVE,NE,,,WOODINVILLE,WA,98072,91
9006020010,5331,,,57TH AVENUE,CT,W,,,UNIVERSITY PLACE,WA,98467,129
369390-0755,2847,,NW,69TH,ST,,,,SEATTLE,WA,98117,199
01023100004400,1232,,,125TH,PL,SW,,,EVERETT,WA,98204,82
00889000012300,6716,,,126TH,ST,SE,,,SNOHOMISH,WA,98296,77
00508200100200,3600,,,113TH,PL,SE,,,EVERETT,WA,98208,135
388580-2385,541,,,13TH,AVE,W,,,KIRKLAND,WA,98033,124
00635800000500,14826,,,66TH,AVE,W,,,EDMONDS,WA,98026,78
322207-9174,28125,,,305TH,AVE,SE,,,RAVENSDALE,WA,98051,177
00405700000700,10119,,,236TH,PL,SW,,,EDMONDS,WA,98020,189
00714300100100,15219,,,179TH,AVE,SE,APT,A,MONROE,WA,98272,94
5004231350,2031,,E,39TH,ST,,,,TACOMA,WA,98404,64
00866700006600,4026,,,168TH,PL,NE,#,B,ARLINGTON,WA,98223,44
5001650110,19706,,,14TH AVENUE,CT,E,,,SPANAWAY,WA,98387,63
01135500002500,3731,,,226TH,PL,SE,,,BOTHELL,WA,98021,135
6020180030,6209,,,6TH STREET,CT,NE,,,TACOMA,WA,98422,226
00780200000900,25311,,,CROMWELL,RD,,,,MONROE,WA,98272,270
195340-0140,2621,,S,232ND,ST,,,,DES MOINES,WA,98198,56
32052000400100,2717,,,STANWOOD BRYANT,RD,,,,ARLINGTON,WA,98223,55
4002820060,7413,,,51ST,ST,W,,,UNIVERSITY PLACE,WA,98467,108
546920-0160,2328,,N,156TH,PL,,,,SHORELINE,WA,98133,153
0122264028,11624,,,70TH,AVE,NW,,,GIG HARBOR,WA,98332,198
132832-0410,17709,,,162ND,AVE,SE,,,RENTON,WA,98058,195
070550-0210,710,,,BELMONT,PL,E,APT,303,SEATTLE,WA,98102,
242570-0020,1432,,,109TH,AVE,SE,,,BELLEVUE,WA,98004,211
01120100002900,20302,,,3RD,DR,SE,,,BOTHELL,WA,98012,114
8045001070,5262,,N,10TH,ST,,,,TACOMA,WA,98406,81
563150-0600,7904,,NE,155TH,ST,,,,KENMORE,WA,98028,105
5860250060,123,,E,70TH,ST,,,,TACOMA,WA,98404,239
114990-0100,24324,,SE,46TH,WAY,,,,SAMMAMISH,WA,98029,228
9055000030,511,,,KINCAID,AVE,,,,SUMNER,WA,98390,154
894728-0010,3625,,,24TH,PL,W,,,SEATTLE,WA,98199,92
00438718800900,913,,,PINE,ST,,,,EVERETT,WA,98201,142
8050000650,3560,,S,MONROE,ST,,,,TACOMA,WA,98409,152
5004731630,2019,,,194TH STREET,CT,E,,,SPANAWAY,WA,98387,162
00526200601100,51903,,,217TH,PL,SE,,,GOLD BAR,WA,98251,
00438034602700,1710,,,COLBY,AVE,,,,EVERETT,WA,98201,
0122357038,10115,,,79TH AVENUE,CT,NW,,,GIG HARBOR,WA,98332,126
115410-0190,4052,,NE,174TH,ST,,,,LAKE FOREST PARK,WA,98155,32
6026490080,3204,,,97TH,AVE,E,,,EDGEWOOD,WA,98371,180
27063300201200,13425,,N,ECHO LAKE,RD,,,,SNOHOMISH,WA,98296,136
602150-3385,7754,,,25TH,AVE,NW,,,SEATTLE,WA,98117,48
383271-0060,26319,,,42ND,AVE,S,,,KENT,WA,98032,69
154580-0940,21625,,SE,266TH,PL,,,,MAPLE VALLEY,WA,98038,107
00384700300800,23431,,,TIMBER,LN,,,,WOODWAY,WA,98020,122
780600-0125,12925,,,71ST,AVE,S,,,SEATTLE,WA,98178,104
4126000060,20820,,,40TH,AVE,E,,,SPANAWAY,WA,98387,113
01127600000400,19705,,,1ST,AVE,SE,,,BOTHELL,WA,98012,
264140-0030,10222,,SE,186TH,ST,,,,RENTON,WA,98055,120
785997-1350,16125,,,JUANITA WOODINVILLE,WAY,NE,UNIT,1504,BOTHELL,WA,98011,43
5000090040,8720,,S,ASOTIN,ST,,,,TACOMA,WA,98444,211
0319021053,3208,,,96TH,ST,E,,,TACOMA,WA,98446,183
6025533310,15414,,,80TH AVENUE,CT,E,,,PUYALLUP,WA,98375,102
720310-1000,10925,,,237TH,AVE,NE,,,REDMOND,WA,98053,149
546410-1240,1420,,,TERRY,AVE,,UNIT,1805,SEATTLE,WA,98101,207
179260-0090,1608,,,15TH,AVE,,,,SEATTLE,WA,98122,
00577700601700,16211,,,356TH,AVE,SE,,,SULTAN,WA,98294,210
121100-0180,547,,,27TH,AVE,,,,SEATTLE,WA,98122,160
112100-0140,6711,,,36TH,AVE,SW,,,SEATTLE,WA,98126,171
00643500000500,3402,,,228TH,ST,SE,,,BOTHELL,WA,98021,168
005450-0040,2125,,,CALIFORNIA,AVE,SW,APT,204,SEATTLE,WA,98116,141
343250-0625,15801,,,14TH,AVE,NE,,,SHORELINE,WA,98155,91
00917500210400,8508,,,MAIN,ST,,UNIT,B104,EDMONDS,WA,98026,153
771580-0520,20922,,NE,19TH,PL,,,,SAMMAMISH,WA,98074,319
212404-9213,5801,,,22ND,AVE,S,,,SEATTLE,WA,98108,189
052205-9241,20302,,,106TH,PL,SE,,,KENT,WA,98031,86
0021013004,16408,,,92ND,ST,NW,,,LAKEBAY,WA,98349,89
6024070070,12314,,,160TH,ST,E,,,PUYALLUP,WA,98374,232
066231-0380,507,,SW,353RD,ST,,,,FEDERAL WAY,WA,98023,194
00724900003400,9831,,,MARINE VIEW,DR,,,,MUKILTEO,WA,98275,449
549800-0150,711,,E,DENNY,WAY,,UNIT,301,SEATTLE,WA,98122,90
00453500000400,21029,,,50TH,PL,W,,,LYNNWOOD,WA,98036,45
507210-0035,17805,,,6TH,AVE,SW,,,NORMANDY PARK,WA,98166,365
00544801302700,2329,,,LEXINGTON,AVE,,,,EVERETT,WA,98203,
00718200001900,2350,,,214TH,PL,SW,,,BRIER,WA,98036,193
00513100002112,15709,,,70TH,AVE,W,,,EDMONDS,WA,98026,245
01063000000700,3308,,,264TH,ST,NE,,,ARLINGTON,WA,98223,101
638650-0020,21314,,,100TH,AVE,SE,,,KENT,WA,98031,22
202505-9140,2861,,,103RD,AVE,NE,,,BELLEVUE,WA,98004,119
010340-0220,2521,,S,354TH,ST,,,,FEDERAL WAY,WA,98003,85
764590-0060,3045,,,36TH,AVE,SW,,,SEATTLE,WA,98126,
2992020150,2203,,,30TH,AVE,SE,,,PUYALLUP,WA,98374,44
0318357035,2809,,,282ND STREET,CT,E,,,SPANAWAY,WA,98387,184
295190-0090,107,,,MADISON,AVE,N,,,KENT,WA,98032,
00566400002000,923,,,51ST,PL,SW,,,EVERETT,WA,98203,71
387685-0130,15600,,,116TH,AVE,NE,UNIT,M1,BOTHELL,WA,98011,34
00894700007900,244,,,AMANDA,AVE,,,,GOLD BAR,WA,98251,70
00844400520600,5400,,,HARBOUR POINTE,BLVD,,UNIT,E206,MUKILTEO,WA,98275,60
570237-0120,10110,,,GREENWOOD,AVE,N,APT,301,SEATTLE,WA,98133,205
790540-0020,5113,,S,329TH,PL,,,,AUBURN,WA,98001,104
00562564400100,3602,,,EVERETT,AVE,,,,EVERETT,WA,98201,77
151580-0040,12516,,SE,32ND,ST,,UNIT,28,BELLEVUE,WA,98005,96
6430403730,7314,,,ONYX,DR,SW,,,LAKEWOOD,WA,98498,197
150790-0090,8367,,NE,140TH,ST,,,,BOTHELL,WA,98011,85
0220231052,5309,,,CIRQUE,DR,W,,,UNIVERSITY PLACE,WA,98467,
2837001030,221,,,STANFORD,AVE,,,,CARBONADO,WA,98323,29
155990-0220,26830,,NE,163RD,ST,,,,DUVALL,WA,98019,164
01136400002000,23723,,,105TH,PL,W,,,EDMONDS,WA,98020,316
4175000250,1244,,S,WASHINGTON,ST,,,,TACOMA,WA,98405,53
403680-1180,16229,,SE,7TH,ST,,,,BELLEVUE,WA,98008,69
3440002950,6521,,,193RD,AVE,E,,,BONNEY LAKE,WA,98391,34
202694-0250,25123,,,ROBERTS,DR,,UNIT,204,BLACK DIAMOND,WA,98010,85
132606-9208,27431,,NE,153RD,PL,,,,DUVALL,WA,98019,180
062942-0130,2018,,,263RD,LN,SE,,,SAMMAMISH,WA,98075,206
6430490500,9828,,,ONYX,DR,SW,,,LAKEWOOD,WA,98498,160
684470-2325,8615,,,40TH,AVE,NE,,,SEATTLE,WA,98115,392
762570-2829,5916,,,FAUNTLEROY,WAY,SW,,,SEATTLE,WA,98136,
405450-0370,14050,,,221ST,AVE,NE,,,WOODINVILLE,WA,98077,260
894870-0100,4920,,,DIANA,CT,SE,,,AUBURN,WA,98092,60
00700700001000,21101,,,80TH,AVE,W,#,10,EDMONDS,WA,98026,123
882390-1315,5019,,,19TH,AVE,NE,,,SEATTLE,WA,98105,
814200-0120,141,,NE,158TH,ST,,,,SHORELINE,WA,98155,204
01037100001300,230,,,198TH,PL,SW,,,BOTHELL,WA,98012,262
395940-0750,4350,,,12TH,AVE,S,,,SEATTLE,WA,98108,63
259960-0650,4429,,,PROVIDENCE POINT,PL,SE,,,ISSAQUAH,WA,98029,154
206480-1130,7400,,,127TH,PL,SE,,,NEWCASTLE,WA,98056,235
2725000708,1259,,,14TH,AVE,,,,FOX ISLAND,WA,98333,112
5000570920,24304,,,33RD,AVE,E,,,SPANAWAY,WA,98387,107
802955-0250,1926,,NE,23RD,ST,,,,RENTON,WA,98056,127
387685-0310,15600,,,116TH,AVE,NE,UNIT,Q3,BOTHELL,WA,98011,108
01084700006800,12124,,,56TH,DR,NE,,,MARYSVILLE,WA,98271,215
686820-0150,11504,,,24TH,AVE,NE,,,SEATTLE,WA,98125,192
00857700006500,26426,,,FOX HILL,DR,S,,,STANWOOD,WA,98292,171
102204-9122,21020,,,MILITARY,RD,S,,,SEATAC,WA,98198,206
2992010390,2106,,,28TH,AVE,SE,,,PUYALLUP,WA,98374,173
9005840070,1101,,,63RD,ST,SE,#,A-2,AUBURN,WA,98092,
388580-0645,304,,,5TH,AVE,W,,,KIRKLAND,WA,98033,70
115270-0090,27923,,,132ND,CT,SE,,,KENT,WA,98042,134
8000030110,956,,,ROSE,PL,,,,BUCKLEY,WA,98321,112
436420-0145,7926,,,32ND,AVE,SW,,,SEATTLE,WA,98126,115
9007550150,12407,,,121ST,ST,E,,,PUYALLUP,WA,98374,86
873198-1560,3748,,SW,319TH,ST,,,,FEDERAL WAY,WA,98023,58
00584400000701,8224,,,280TH,ST,NW,,,STANWOOD,WA,98292,44
32041700100900,29221,,,68TH,AVE,NW,,,STANWOOD,WA,98292,263
209580-0020,16506,,,118TH,AVE,NE,,,BOTHELL,WA,98011,
00651000004200,2424,,,170TH,ST,SE,,,BOTHELL,WA,98012,76
6026270011,15012,,,84TH,AVE,E,,,PUYALLUP,WA,98375,
413701-0470,4906,,,MILL POND,DR,SE,,,AUBURN,WA,98092,316
684070-1205,341,,,26TH,AVE,,,,SEATTLE,WA,98122,
744890-0090,525,,,16TH,AVE,E,UNIT,303,SEATTLE,WA,98112,132
6025181410,18308,,,73RD,AVE,E,,,PUYALLUP,WA,98375,97
00510000201300,22225,,,86TH,PL,W,,,EDMONDS,WA,98026,249
202504-9136,1616,,,FEDERAL,AVE,E,,,SEATTLE,WA,98102,234
537920-0061,16010,,,51ST,AVE,S,,,TUKWILA,WA,98188,192
4001280030,4415,,,66TH AVENUE,CT,W,#,4417,UNIVERSITY PLACE,WA,98466,
01184500000400,12017,,,61ST,DR,SE,,,SNOHOMISH,WA,98296,170
684470-0025,3519,,NE,95TH,ST,,,,SEATTLE,WA,98115,113
259620-0680,2100,,S,336TH,ST,,APT,N1,FEDERAL WAY,WA,98003,163
220550-0660,14588,,SE,37TH,ST,,,,BELLEVUE,WA,98006,152
01012700630500,15433,,,COUNTRY CLUB,DR,,#,F,MILL CREEK,WA,98012,96
785580-1650,4601,,,SOMERSET,DR,SE,,,BELLEVUE,WA,98006,149
00656600000300,108,,,212TH,ST,SE,,,BOTHELL,WA,98021,147
7230000580,8101,,,65TH AVENUE,CT,SW,,,LAKEWOOD,WA,98499,67
01045400000100,28326,,,70TH,AVE,NW,,,STANWOOD,WA,98292,
5630000120,5009,,,MCKINLEY,AVE,,,,TACOMA,WA,98404,165
00386800000600,21023,,,ELBERTA,RD,,,,LYNNWOOD,WA,98036,182
640370-0440,34228,,,13TH,PL,SW,,,FEDERAL WAY,WA,98023,31
321124-0380,16906,,SE,325TH,PL,,,,AUBURN,WA,98092,161
639200-0290,7535,,,36TH,AVE,NE,,,SEATTLE,WA,98115,186
764590-0045,3035,,,36TH,AVE,SW,,,SEATTLE,WA,98126,359
335640-1825,113,,,8TH,AVE,N,,,ALGONA,WA,98001,
011470-0190,2317,,SW,346TH,ST,,,,FEDERAL WAY,WA,98023,240
262306-9048,16125,,,258TH,AVE,SE,,,ISSAQUAH,WA,98027,111
730330-0180,202,,,MT PARK,BLVD,SW,,,ISSAQUAH,WA,98027,113
00488800300707,7415,,,236TH,ST,SW,,,EDMONDS,WA,98026,96
812520-0470,5158,,S,170TH,ST,,,,SEATAC,WA,98188,117
30050400302400,12717,,,STATE,AVE,,,,MARYSVILLE,WA,98271,233
177836-0130,16653,,SE,69TH,WAY,,,,BELLEVUE,WA,98006,303
5855000342,5706,,S,GOVE,ST,,,,TACOMA,WA,98409,86
27071800400700,18815,,N,HIGH ROCK,RD,,,,MONROE,WA,98272,102
856250-0530,7416,,,138TH,PL,NE,,,REDMOND,WA,98052,242
9412030121,5421,,,89TH AVENUE,CT,W,,,UNIVERSITY PLACE,WA,98467,70
6027080650,19010,,,111TH AVENUE,CT,E,,,PUYALLUP,WA,98374,120
570863-0070,21048,,,37TH,CT,S,,,SEATAC,WA,98198,124
086800-0410,10508,,,14TH,AVE,NW,,,SEATTLE,WA,98177,255
01093300004500,18010,,,31ST,AVE,SE,,,BOTHELL,WA,98012,93
140295-0320,29824,,,113TH,WAY,SE,,,AUBURN,WA,98092,71
256490-0530,11418,,,124TH,AVE,NE,,,KIRKLAND,WA,98033,168
788360-3985,842,,S,SULLIVAN,ST,,,,SEATTLE,WA,98108,89
29061700204300,914,,E,LAKESHORE,DR,,,,LAKE STEVENS,WA,98258,177
0320215011,4815,,E,C STREET,CT,,,,TACOMA,WA,98404,133
00841300003000,6908,,,78TH,DR,NE,,,MARYSVILLE,WA,98270,33
715340-0040,2282,,,ALDER,ST,,,,MILTON,WA,98354,35
546950-0490,24114,,,135TH,AVE,SE,,,KENT,WA,98042,140
424570-0290,16720,,SE,31ST,ST,,,,BELLEVUE,WA,98008,66
0619293048,26820,,,173RD,ST,E,,,BUCKLEY,WA,98321,224
01142900001600,17113,,,38TH,AVE,SE,,,BOTHELL,WA,98012,119
343850-0107,5201,,,16TH,AVE,SW,,,SEATTLE,WA,98106,174
7795001090,111,,E,67TH,ST,,,,TACOMA,WA,98404,81
921290-0105,8010,,,30TH,AVE,NE,,,SEATTLE,WA,98115,243
125020-0426,320,,,25TH,AVE,S,APT,B,SEATTLE,WA,98144,
0619292024,26715,,,162ND,ST,E,,,BUCKLEY,WA,98321,204
00570800000600,7810,,,49TH,PL,W,,,MUKILTEO,WA,98275,71
00410200014502,4908,,,RUCKER,AVE,,,,EVERETT,WA,98203,
0318023108,2223,,,202ND,ST,E,,,SPANAWAY,WA,98387,74
32040400201500,5512,,,332ND,ST,NW,,,STANWOOD,WA,98292,134
679220-0286,27214,,,135TH,AVE,SE,,,KENT,WA,98042,210
0420031007,11410,,,JOVITA,BLVD,E,,,EDGEWOOD,WA,98372,293
214480-0150,13020,,,76TH,AVE,S,,,SEATTLE,WA,98178,113
872750-0020,3416,,,21ST,AVE,W,APT,2,SEATTLE,WA,98199,60
5004210220,2138,,S,G,ST,,,,TACOMA,WA,98405,92
00929100008000,10632,,,56TH,DR,NE,,,MARYSVILLE,WA,98270,132
00573600003901,122,,,112TH,ST,SE,,,EVERETT,WA,98208,222
312200-0090,1175,,,HARRINGTON,PL,NE,APT,202,RENTON,WA,98056,125
607140-0210,12536,,SE,52ND,ST,,,,BELLEVUE,WA,98006,288
0520365003,8109,,,240TH,AVE,E,,,BUCKLEY,WA,98321,132
444330-0050,8304,,,32ND,AVE,NW,,,SEATTLE,WA,98117,227
919520-0110,12012,,,98TH,AVE,NE,APT,203,KIRKLAND,WA,98034,95
00922500001900,16330,,,50TH,PL,W,,,EDMONDS,WA,98026,
012206-9047,20105,,,276TH,AVE,SE,,,MAPLE VALLEY,WA,98038,29
5004210030,2133,,,YAKIMA,AVE,,,,TACOMA,WA,98405,76
731240-0080,5406,,,36TH,AVE,SW,,,SEATTLE,WA,98126,143
666912-0320,321,,SE,ORCHARD,DR,,APT,32,NORTH BEND,WA,98045,56
00544900402300,6308,,,COMMERCIAL,AVE,,,,EVERETT,WA,98203,97
00532300001600,1820,,,200TH,PL,SW,,,LYNNWOOD,WA,98036,153
9009380200,13503,,,97TH,AVE,E,UNIT,304,PUYALLUP,WA,98373,108
278710-0420,14823,,SE,272ND,ST,,#,42,KENT,WA,98042,
30062100302000,13814,,,78TH,ST,NE,,,LAKE STEVENS,WA,98258,194
01059300003400,15,,,164TH,ST,SW,#,34,BOTHELL,WA,98012,
278128-0420,11503,,SE,169TH,ST,,,,RENTON,WA,98055,
574700-0020,33553,,,143RD,PL,SE,,,AUBURN,WA,98092,263
322306-9163,18645,,,RENTON MAPLE VALLEY,RD,SE,,,MAPLE VALLEY,WA,98038,
3097000170,11609,,,CLOVERDALE,CT,SW,,,LAKEWOOD,WA,98499,142
556962-0450,10452,,,155TH,AVE,NE,,,REDMOND,WA,98052,205
785700-3630,2437,,S,SPENCER,ST,,,,SEATTLE,WA,98108,221
722910-0230,16965,,,129TH,AVE,SE,,,RENTON,WA,98058,114
620475-0040,323,,NW,45TH,ST,,,,SEATTLE,WA,98107,87
062304-9259,10447,,,7TH,AVE,SW,,,SEATTLE,WA,98146,127
072106-9008,31025,,,186TH,PL,SE,,,KENT,WA,98042,229
431070-0090,9718,,,WALLINGFORD,AVE,N,,,SEATTLE,WA,98103,246
162308-9177,41528,,SE,142ND,ST,,,,NORTH BEND,WA,98045,172
6025492110,18834,,,110TH AVENUE,CT,E,,,PUYALLUP,WA,98374,154
00650500000200,10219,,,48TH,AVE,W,,,MUKILTEO,WA,98275,
044200-0025,8232,,,40TH,AVE,NE,,,SEATTLE,WA,98115,254
010453-0340,32619,,,17TH,AVE,SW,,,FEDERAL WAY,WA,98023,98
01019700001100,2902,,,70TH,DR,NE,,,MARYSVILLE,WA,98270,53
771260-0455,3811,,,53RD,AVE,SW,,,SEATTLE,WA,98116,168
358260-0390,16925,,,INGLEWOOD,RD,NE,APT,B304,KENMORE,WA,98028,191
4001720100,6529,,,60TH,ST,W,,,UNIVERSITY PLACE,WA,98467,
294600-3075,20630,,,8TH,AVE,S,,,DES MOINES,WA,98198,83
00870582100109,16821,,,6TH,AVE,W,#,A9,LYNNWOOD,WA,98037,122
00595300001100,6532,,,192ND,PL,SW,,,LYNNWOOD,WA,98036,181
00667100004600,16730,,,23RD,AVE,SE,,,BOTHELL,WA,98012,296
01041800000900,1320,,,WEAVER,WAY,,,,SNOHOMISH,WA,98290,137
00534000001400,1011,,,93RD,ST,SW,,,EVERETT,WA,98204,23
3745000363,6909,,,96TH,ST,E,,,PUYALLUP,WA,98371,85
253884-0780,909,,,5TH,AVE,,UNIT,1601,SEATTLE,WA,98164,
7001810750,11316,,,178TH AVENUE,CT,E,,,BONNEY LAKE,WA,98391,145
00676600005000,1903,,,65TH,ST,NE,,,TULALIP,WA,98271,251
253902-0210,55,,,WILLIAMS,AVE,S,APT,302,RENTON,WA,98057,89
6800001050,918,,S,VERDE,ST,,,,TACOMA,WA,98405,117
6021500150,21623,,,83RD,AVE,E,,,SPANAWAY,WA,98387,118
00896200004700,13311,,,68TH,AVE,SE,,,SNOHOMISH,WA,98296,158
7107500050,15711,,,97TH AVENUE,CT,E,,,PUYALLUP,WA,98375,108
0519081020,18011,,,RHODES LAKE,RD,E,,,BONNEY LAKE,WA,98391,181
717110-0660,8542,,,21ST,PL,NE,,,SEATTLE,WA,98115,149
742100-0070,7811,,,124TH,AVE,NE,,,KIRKLAND,WA,98033,219
00689800006000,2203,,,140TH,PL,SE,,,MILL CREEK,WA,98012,181
550010-0030,1427,,NW,205TH,ST,,,,SHORELINE,WA,98177,106
01055600000900,20212,,,3RD,AVE,NW,,,ARLINGTON,WA,98223,218
3245003740,715,,S,UNION,AVE,,,,TACOMA,WA,98405,
438320-0005,222,,NE,125TH,ST,,,,SEATTLE,WA,98125,
00849000002200,716,,,8TH,ST,,,,SNOHOMISH,WA,98290,118
873275-0210,18608,,,48TH,PL,S,,,SEATAC,WA,98188,64
896199-0240,24360,,SE,4TH,CT,,,,SAMMAMISH,WA,98074,183
221545-0060,10016,,SE,245TH,PL,,,,KENT,WA,98030,255
278710-1310,27502,,,151ST,PL,SE,,,KENT,WA,98042,82
00643100000400,5204,,,131ST,PL,SE,,,EVERETT,WA,98208,201
413701-0210,901,,,52ND,ST,SE,,,AUBURN,WA,98092,68
00394510200100,14704,,,62ND,AVE,NW,,,STANWOOD,WA,98292,162
344890-0010,3830,,NE,23RD,PL,,,,RENTON,WA,98056,262
00596200400302,1033,,,TEMPLE,DR,,,,EVERETT,WA,98201,
00870300003900,13430,,,48TH,DR,SE,,,SNOHOMISH,WA,98296,109
9010020010,3723,,,119TH STREET,CT,NW,,,GIG HARBOR,WA,98332,172
202576-0030,32719,,,145TH,PL,SE,,,AUBURN,WA,98092,155
894510-0070,2410,,SW,328TH,ST,,,,FEDERAL WAY,WA,98023,36
387647-0070,12715,,NE,144TH,ST,,#,153-B,KIRKLAND,WA,98034,
7890200031,11813,,,149TH,ST,E,,,PUYALLUP,WA,98374,207
560500-0255,1840,,E,HAMLIN,ST,,,,SEATTLE,WA,98112,237
425090-0160,13348,,,23RD,AVE,NE,,,SEATTLE,WA,98125,262
130700-0220,3661,,,PHINNEY,AVE,N,APT,304,SEATTLE,WA,98103,90
278815-0180,790,,,126TH,AVE,NE,#,118,BELLEVUE,WA,98005,
783480-0090,4648,,,EASTERN,AVE,N,,,SEATTLE,WA,98103,458
0520345033,20919,,,83RD STREET,CT,E,,,BONNEY LAKE,WA,98391,149
675260-0020,23032,,,127TH,AVE,SE,,,KENT,WA,98031,68
546950-0520,24111,,,138TH,AVE,SE,,,KENT,WA,98042,100
536320-0226,3043,,NE,89TH,ST,,,,SEATTLE,WA,98115,255
0420274078,526,,,10TH,ST,SE,,,PUYALLUP,WA,98372,214
770208-0050,7913,,NE,196TH,ST,,,,KENMORE,WA,98028,89
00527508201800,906,,,18TH,ST,,,,MUKILTEO,WA,98275,292
113730-0210,15324,,,185TH,CT,NE,,,WOODINVILLE,WA,98072,176
3085002390,7121,,,HOLLY HEDGE,LN,SW,,,LAKEWOOD,WA,98499,358
3230000010,8001,,E,B,ST,,,,TACOMA,WA,98404,85
01014500001800,7625,,,278TH,PL,NW,,,STANWOOD,WA,98292,199
781280-1770,12063,,,69TH,AVE,S,,,SEATTLE,WA,98178,70
5950000451,6414,,,VIEW RIDGE,DR,,,,TACOMA,WA,98407,76
6167020030,9416,,,164TH,ST,E,,,PUYALLUP,WA,98375,144
00654100000900,17704,,,69TH,AVE,W,,,EDMONDS,WA,98026,120
764590-0005,3001,,,36TH,AVE,SW,,,SEATTLE,WA,98126,232
257190-0080,537,,,BURGER,PL,,,,ENUMCLAW,WA,98022,49
00492000103200,23617,,S,LAKE ROESIGER,RD,,,,SNOHOMISH,WA,98290,129
109975-0300,33032,,,35TH,AVE,SW,,,FEDERAL WAY,WA,98023,98
00570300103603,3905,,,SHELBY,RD,,,,LYNNWOOD,WA,98087,357
868232-1200,23806,,NE,126TH,PL,,,,REDMOND,WA,98053,152
28050500206400,5527,,,BROADWAY,,,,,EVERETT,WA,98203,133
6024821720,11404,,,184TH STREET,CT,E,,,PUYALLUP,WA,98374,145
5003931070,1810,,,189TH STREET,CT,E,,,SPANAWAY,WA,98387,201
4550000110,11512,,,83RD,AVE,SW,,,LAKEWOOD,WA,98498,97
00905400660100,7321,,,CENTERVILLE,CT,,UNIT,601,STANWOOD,WA,98292,80
387631-0480,12814,,NE,142ND,PL,,,,KIRKLAND,WA,98034,148
2760000550,6307,,,TACOMA,AVE,S,#,6309,TACOMA,WA,98408,
00457601700300,914,,,LEWIS,AVE,,,,GOLD BAR,WA,98251,127
277060-2215,2801,,,21ST,AVE,W,,,SEATTLE,WA,98199,195
733450-1030,44525,,SE,150TH,ST,,,,NORTH BEND,WA,98045,138
01115100004700,3914,,,82ND,AVE,NE,,,MARYSVILLE,WA,98270,177
00832200001600,5128,,,70TH,DR,NE,,,MARYSVILLE,WA,98270,25
4000781140,5809,,,65TH,AVE,W,,,UNIVERSITY PLACE,WA,98467,168
5905000950,6858,,N,11TH,ST,,,,TACOMA,WA,98406,
920990-0515,301,,,32ND,AVE,E,,,SEATTLE,WA,98112,
660024-0070,25330,,,122ND,PL,SE,,,KENT,WA,98030,
00669700001700,4502,,,145TH,PL,SW,,,LYNNWOOD,WA,98087,167
00850800001900,9615,,,9TH,ST,SE,,,LAKE STEVENS,WA,98258,161
00675700001200,7624,,,129TH,DR,SE,,,SNOHOMISH,WA,98290,168
00737000220100,4311,,,164TH,ST,SW,APT,201,LYNNWOOD,WA,98087,63
0222185048,4402,,,157TH,ST,NW,,,GIG HARBOR,WA,98332,102
4350000080,3504,,,SHYLEEN,ST,,,,GIG HARBOR,WA,98335,164
176065-0760,19504,,SE,270TH,PL,,,,COVINGTON,WA,98042,101
5002401030,1705,,,POINTE WOODWORTH,DR,NE,,,TACOMA,WA,98422,234
710000-0070,3731,,SW,106TH,ST,,,,SEATTLE,WA,98146,193
01186100003300,8306,,,16TH,ST,SE,,,LAKE STEVENS,WA,98258,165
720585-0140,9833,,,159TH,PL,NE,,,REDMOND,WA,98052,122
954280-1760,33608,,,30TH,AVE,SW,,,FEDERAL WAY,WA,98023,230
8935010630,3519,,S,L,ST,,,,TACOMA,WA,98418,93
2019250040,1909,,S,M,ST,,,,TACOMA,WA,98405,88
095200-5825,4431,,,41ST,AVE,SW,#,A,SEATTLE,WA,98116,95
29061100201800,16920,,,24TH,PL,NE,,,SNOHOMISH,WA,98290,171
00372701201301,17222,,,44TH,AVE,W,,,LYNNWOOD,WA,98037,
683800-0400,8804,,,133RD,AVE,NE,,,REDMOND,WA,98052,166
029311-0150,9304,,,177TH,PL,NE,UNIT,4,REDMOND,WA,98052,98
423540-0160,3208,,W,GOVERNMENT,WAY,,,,SEATTLE,WA,98199,441
940658-0170,21917,,SE,249TH,PL,,,,MAPLE VALLEY,WA,98038,89
721470-0850,18101,,,194TH,AVE,NE,,,WOODINVILLE,WA,98077,357
220150-0110,3939,,,151ST,AVE,SE,,,BELLEVUE,WA,98006,164
8945000330,2720,,N,32ND,ST,,,,TACOMA,WA,98407,321
